QuizSessionId,AnswerId,UserId,QuizId,QuestionId,IsCorrect,AnswerValue,CorrectAnswer,QuestionSequence,ConstructId,Type,Timestamp
9361,71060.0,15,256146,93384,1,3,3,4,1741,Checkin,2022-02-26 17:43:53.753333
9361,71061.0,15,256146,93386,0,2,1,5,1740,Checkin,2022-02-26 17:44:13.286666
9361,71062.0,15,256146,93386,0,3,1,5,1740,CheckinRetry,2022-02-26 17:44:18.330000
9361,,15,256146,93386,,,,5,1740,Lesson,2022-02-26 17:45:01.687000
9361,71063.0,15,256146,120800,1,3,3,5,1740,Checkout,2022-02-26 17:45:51.656666
9366,71091.0,6,202866,103968,1,2,2,1,389,Checkin,2022-02-26 18:08:44.940000
9366,71092.0,6,202866,103969,1,3,3,2,389,Checkin,2022-02-26 18:08:52.943333
9366,71093.0,6,202866,103970,0,3,4,3,389,Checkin,2022-02-26 18:09:01.863333
9366,71094.0,6,202866,103970,1,4,4,3,389,CheckinRetry,2022-02-26 18:09:06.883333
9366,71095.0,6,202866,103971,1,3,3,4,389,Checkin,2022-02-26 18:09:13.476666
9366,71096.0,6,202866,103973,1,3,3,5,389,Checkin,2022-02-26 18:09:28.720000
9366,,6,202866,103973,,,,5,389,Lesson,2022-02-26 18:09:59.453000
9366,71097.0,6,202866,103981,1,1,1,5,389,Checkout,2022-02-26 18:10:07.163333
9382,71226.0,5,228622,130079,1,4,4,1,39,Checkin,2022-02-26 19:39:51.313333
9382,71227.0,5,228622,130080,1,2,2,2,308,Checkin,2022-02-26 19:40:04.700000
9382,71228.0,5,228622,130081,1,3,3,3,309,Checkin,2022-02-26 19:41:01.446666
9382,71229.0,5,228622,130082,1,4,4,4,315,Checkin,2022-02-26 19:41:31.276666
9382,71230.0,5,228622,129135,1,1,1,5,316,Checkin,2022-02-26 19:41:52.500000
9395,71348.0,5,202564,99570,1,2,2,1,342,Checkin,2022-02-26 20:26:55.806666
9395,71349.0,5,202564,89780,1,3,3,2,331,Checkin,2022-03-01 06:29:20.680000
9395,71350.0,5,202564,89781,1,1,1,3,331,Checkin,2022-03-01 06:29:39.990000
9395,71351.0,5,202564,89789,0,4,1,4,334,Checkin,2022-03-01 06:34:53.003333
9395,71352.0,5,202564,89789,1,1,1,4,334,CheckinRetry,2022-03-01 06:35:41.930000
9395,71353.0,5,202564,89790,0,3,4,5,334,Checkin,2022-03-01 06:37:22.750000
9395,71354.0,5,202564,89790,0,1,4,5,334,CheckinRetry,2022-03-01 06:37:33.670000
9396,71355.0,43,202281,77122,1,3,3,1,1525,Checkin,2022-02-26 20:35:17.626666
9396,71356.0,43,202281,77123,1,4,4,2,1525,Checkin,2022-02-26 20:35:39.950000
9396,71357.0,43,202281,77124,1,2,2,3,1525,Checkin,2022-02-26 20:36:01.000000
9396,71358.0,43,202281,77125,0,3,4,4,3394,Checkin,2022-02-26 20:37:52.563333
9396,71359.0,43,202281,77125,1,4,4,4,3394,CheckinRetry,2022-02-26 20:37:56.856666
9396,71360.0,43,202281,77126,1,4,4,5,1527,Checkin,2022-02-26 20:38:52.050000
9410,71470.0,10,255524,131392,1,1,1,1,3233,Checkin,2022-02-27 00:40:43.203333
9410,71471.0,10,255524,107614,1,1,1,2,1662,Checkin,2022-02-27 00:41:08.403333
9410,71472.0,10,255524,102975,1,4,4,3,481,Checkin,2022-02-27 00:41:17.050000
9410,71473.0,10,255524,103968,1,2,2,4,389,Checkin,2022-02-27 00:41:24.320000
9410,71474.0,10,255524,101513,1,4,4,5,390,Checkin,2022-02-27 00:41:34.306666
9413,71490.0,26,202176,101385,1,3,3,1,703,Checkin,2022-02-27 04:22:00.753333
9413,71491.0,26,202176,75970,1,3,3,2,703,Checkin,2022-02-27 04:22:15.963333
9413,71492.0,26,202176,101389,0,1,3,3,3318,Checkin,2022-02-27 04:22:41.650000
9413,71493.0,26,202176,101389,1,3,3,3,3318,CheckinRetry,2022-02-27 04:23:05.823333
9413,71494.0,26,202176,75973,0,1,2,4,707,Checkin,2022-02-27 04:23:27.033333
9413,71495.0,26,202176,75973,0,3,2,4,707,CheckinRetry,2022-02-27 04:23:32.940000
9413,,26,202176,75973,,,,4,707,Lesson,2022-02-27 04:24:31.967000
9413,71496.0,26,202176,76121,0,3,2,4,707,Checkout,2022-02-27 04:24:37.973333
9413,71497.0,26,202176,76121,1,2,2,4,707,CheckoutRetry,2022-02-27 04:25:32.356666
9413,71498.0,26,202176,75981,1,3,3,5,706,Checkin,2022-02-27 04:25:55.376666
9422,71559.0,7,202176,101385,1,3,3,1,703,Checkin,2022-02-27 08:18:22.120000
9422,71560.0,7,202176,75970,1,3,3,2,703,Checkin,2022-02-27 08:18:28.650000
9422,71561.0,7,202176,101389,1,3,3,3,3318,Checkin,2022-02-27 08:18:39.733333
9422,71562.0,7,202176,75973,1,2,2,4,707,Checkin,2022-02-27 08:18:48.890000
9422,71563.0,7,202176,75981,0,1,3,5,706,Checkin,2022-02-27 08:19:00.876666
9422,71564.0,7,202176,75981,1,3,3,5,706,CheckinRetry,2022-02-27 08:19:03.876666
9422,,7,202176,75981,,,,5,706,Lesson,2022-02-27 08:19:31.833000
9422,71565.0,7,202176,76129,1,1,1,5,706,Checkout,2022-02-27 08:19:37.256666
9427,71592.0,6,202723,101513,0,1,4,1,390,Checkin,2022-02-27 09:11:55.240000
9427,71593.0,6,202723,101513,0,3,4,1,390,CheckinRetry,2022-02-27 09:11:58.883333
9427,,6,202723,101513,,,,1,390,Lesson,2022-02-27 09:12:24.613000
9427,71594.0,6,202723,101529,1,1,1,1,390,Checkout,2022-02-27 09:12:42.276666
9427,71595.0,6,202723,101514,1,4,4,2,3319,Checkin,2022-02-27 09:13:17.736666
9427,71596.0,6,202723,103963,1,4,4,3,383,Checkin,2022-02-27 09:13:37.216666
9427,71597.0,6,202723,104083,1,3,3,4,3319,Checkin,2022-02-27 09:13:57.513333
9427,71598.0,6,202723,104084,1,4,4,5,3319,Checkin,2022-02-27 09:14:16.010000
9435,71661.0,12,255497,76848,0,1,4,1,1754,Checkin,2022-02-27 09:35:11.190000
9435,71662.0,12,255497,76848,1,4,4,1,1754,CheckinRetry,2022-02-27 09:35:35.893333
9435,71663.0,12,255497,95491,1,4,4,2,3111,Checkin,2022-02-27 09:36:24.413333
9435,71664.0,12,255497,131672,1,3,3,3,1818,Checkin,2022-02-27 09:37:37.006666
9435,71665.0,12,255497,107782,1,3,3,4,1816,Checkin,2022-02-27 09:37:53.173333
9435,71666.0,12,255497,97998,1,4,4,5,3086,Checkin,2022-02-27 09:38:02.060000
9435,,12,255497,97998,,,,5,3086,Lesson,2022-02-27 09:39:07.390000
9435,71667.0,12,255497,98013,0,4,3,5,3086,Checkout,2022-02-27 09:39:11.120000
9435,71668.0,12,255497,98013,0,2,3,5,3086,CheckoutRetry,2022-02-27 09:39:19.596666
9456,71828.0,31,254811,105578,0,4,2,1,1439,Checkin,2022-02-27 10:36:34.916666
9456,71829.0,31,254811,105578,1,2,2,1,1439,CheckinRetry,2022-02-27 10:37:15.950000
9456,71830.0,31,254811,105579,0,3,4,2,1439,Checkin,2022-02-27 10:37:35.773333
9456,71831.0,31,254811,105579,0,2,4,2,1439,CheckinRetry,2022-02-27 10:38:33.780000
9456,,31,254811,105579,,,,2,1439,Lesson,2022-02-27 10:39:09.727000
9456,71832.0,31,254811,105586,1,3,3,2,1439,Checkout,2022-02-27 10:39:22.040000
9456,71833.0,31,254811,105580,1,4,4,3,1439,Checkin,2022-02-27 10:39:43.383333
9456,71834.0,31,254811,105581,0,3,1,4,1439,Checkin,2022-02-27 10:39:59.223333
9456,71835.0,31,254811,105581,1,1,1,4,1439,CheckinRetry,2022-02-27 10:41:10.956666
9456,71836.0,31,254811,77841,1,4,4,5,1439,Checkin,2022-02-27 10:41:31.660000
9459,71850.0,15,242223,130054,1,2,2,1,413,Checkin,2022-02-27 10:46:21.603333
9459,,15,242223,130054,,,,1,413,Lesson,2022-02-27 10:49:40.270000
9459,71851.0,15,242223,130014,1,4,4,1,413,Checkout,2022-02-27 10:52:06.193333
9459,71852.0,15,242223,130055,1,3,3,2,414,Checkin,2022-02-27 10:53:16.896666
9459,71853.0,15,242223,130056,1,3,3,3,417,Checkin,2022-02-27 10:53:27.423333
9459,71854.0,15,242223,130057,1,2,2,4,418,Checkin,2022-02-27 10:54:25.203333
9459,71855.0,15,242223,130058,1,3,3,5,414,Checkin,2022-02-27 10:55:15.496666
9467,71913.0,32,202726,79633,0,1,4,1,2622,Checkin,2022-02-27 11:02:18.886666
9467,71914.0,32,202726,79633,0,2,4,1,2622,CheckinRetry,2022-02-27 11:02:26.600000
9467,,32,202726,79633,,,,1,2622,Lesson,2022-02-28 10:10:50.570000
9467,71915.0,32,202726,122901,0,3,2,1,2622,Checkout,2022-02-28 10:10:59.633333
9467,71916.0,32,202726,122901,1,2,2,1,2622,CheckoutRetry,2022-02-28 10:11:53.590000
9467,71917.0,32,202726,79634,0,4,1,2,2623,Checkin,2022-02-28 10:12:19.660000
9467,71918.0,32,202726,79634,0,3,1,2,2623,CheckinRetry,2022-02-28 10:12:35.070000
9467,,32,202726,79634,,,,2,2623,Lesson,2022-02-28 10:13:57.430000
9467,71919.0,32,202726,79678,0,2,4,2,2623,Checkout,2022-02-28 10:14:13.803333
9467,71920.0,32,202726,79678,0,1,4,2,2623,CheckoutRetry,2022-02-28 10:14:29.340000
9467,71921.0,32,202726,79635,0,4,2,3,2623,Checkin,2022-02-28 10:14:46.193333
9467,71922.0,32,202726,79635,0,3,2,3,2623,CheckinRetry,2022-02-28 10:14:54.523333
9467,71923.0,32,202726,79679,0,3,1,3,2623,Checkout,2022-02-28 10:17:02.953333
9467,71924.0,32,202726,79679,0,4,1,3,2623,CheckoutRetry,2022-02-28 10:17:20.576666
9467,71925.0,32,202726,79636,0,2,3,4,2624,Checkin,2022-02-28 10:19:56.706666
9467,71926.0,32,202726,79636,1,3,3,4,2624,CheckinRetry,2022-02-28 10:20:06.406666
9467,71927.0,32,202726,79637,0,2,4,5,2623,Checkin,2022-02-28 10:23:40.573333
9467,71928.0,32,202726,79637,1,4,4,5,2623,CheckinRetry,2022-02-28 10:23:48.840000
9552,72589.0,13,202196,76737,1,1,1,1,401,Checkin,2022-02-27 16:12:12.426666
9552,72590.0,13,202196,76738,1,4,4,2,400,Checkin,2022-02-27 16:12:23.310000
9552,72591.0,13,202196,76739,1,1,1,3,403,Checkin,2022-02-27 16:12:34.380000
9552,72592.0,13,202196,76740,0,1,3,4,403,Checkin,2022-02-27 16:12:44.493333
9552,72593.0,13,202196,76740,0,4,3,4,403,CheckinRetry,2022-02-27 16:12:58.713333
9552,,13,202196,76740,,,,4,403,Lesson,2022-02-27 16:13:24.630000
9552,72594.0,13,202196,120904,0,2,1,4,403,Checkout,2022-02-27 16:13:28.043333
9552,72595.0,13,202196,120904,1,1,1,4,403,CheckoutRetry,2022-02-27 16:13:35.170000
9552,72596.0,13,202196,100561,0,2,1,5,402,Checkin,2022-02-27 16:13:58.480000
9552,72597.0,13,202196,100561,1,1,1,5,402,CheckinRetry,2022-02-27 16:14:01.826666
9631,73204.0,43,202701,77127,0,3,2,1,1526,Checkin,2022-02-27 21:09:39.693333
9631,73205.0,43,202701,77127,0,4,2,1,1526,CheckinRetry,2022-02-27 21:10:07.416666
9631,,43,202701,77127,,,,1,1526,Lesson,2022-02-27 21:15:28.633000
9631,73206.0,43,202701,78902,1,4,4,1,1526,Checkout,2022-02-27 21:16:13.370000
9631,73207.0,43,202701,77128,0,1,3,2,1528,Checkin,2022-02-27 21:19:44.110000
9631,73208.0,43,202701,77128,0,2,3,2,1528,CheckinRetry,2022-02-27 21:19:49.020000
9631,,43,202701,77128,,,,2,1528,Lesson,2022-02-28 20:31:54.467000
9631,73209.0,43,202701,78903,1,1,1,2,1528,Checkout,2022-02-28 20:36:27.906666
9631,73210.0,43,202701,77129,1,1,1,3,1872,Checkin,2022-02-28 20:38:26.286666
9631,73211.0,43,202701,77130,1,1,1,4,1525,Checkin,2022-02-28 20:39:04.366666
9631,73212.0,43,202701,77131,1,1,1,5,3387,Checkin,2022-02-28 20:40:48.620000
9651,73359.0,4,202460,101864,1,2,2,1,80,Checkin,2022-02-28 04:15:27.546666
9651,73360.0,4,202460,101865,1,4,4,2,81,Checkin,2022-02-28 04:15:47.880000
9651,73361.0,4,202460,101866,1,2,2,3,84,Checkin,2022-02-28 04:16:20.430000
9651,73362.0,4,202460,101867,0,3,1,4,95,Checkin,2022-02-28 04:16:44.620000
9651,73363.0,4,202460,101867,1,1,1,4,95,CheckinRetry,2022-02-28 04:17:15.173333
9651,73364.0,4,202460,101868,1,2,2,5,92,Checkin,2022-02-28 04:17:48.016666
9651,,4,202460,101868,,,,5,92,Lesson,2022-02-28 04:18:34.130000
9651,73365.0,4,202460,101878,1,3,3,5,92,Checkout,2022-02-28 04:18:45.916666
9652,73366.0,2,228651,77771,0,1,2,1,1403,Checkin,2022-03-01 04:37:04.526666
9652,73367.0,2,228651,77771,0,4,2,1,1403,CheckinRetry,2022-03-01 04:42:53.850000
9652,,2,228651,77771,,,,1,1403,Lesson,2022-03-11 04:20:36.837000
9652,73368.0,2,228651,77962,0,2,4,1,1403,Checkout,2022-03-11 04:20:54.850000
9652,73369.0,2,228651,77962,1,4,4,1,1403,CheckoutRetry,2022-03-11 04:21:06.820000
9652,73370.0,2,228651,77772,0,2,1,2,1403,Checkin,2022-03-15 04:11:06.303333
9652,73371.0,2,228651,77772,1,1,1,2,1403,CheckinRetry,2022-03-15 04:12:34.466666
9652,73372.0,2,228651,77773,1,4,4,3,1405,Checkin,2022-03-15 04:12:54.400000
9652,73373.0,2,228651,77774,1,2,2,4,1405,Checkin,2022-03-15 04:13:03.560000
9652,73374.0,2,228651,105521,1,1,1,5,1403,Checkin,2022-03-15 04:13:14.563333
9652,73375.0,2,228651,105527,0,2,4,5,1403,Checkout,2022-03-15 04:13:28.856666
9652,73376.0,2,228651,105527,1,4,4,5,1403,CheckoutRetry,2022-03-15 04:14:03.770000
9653,73377.0,2,202311,77169,0,2,4,1,2580,Checkin,2022-03-01 04:14:40.060000
9653,73378.0,2,202311,77169,1,4,4,1,2580,CheckinRetry,2022-03-01 04:16:29.890000
9653,73379.0,2,202311,77170,0,4,3,2,2593,Checkin,2022-03-01 04:16:52.776666
9653,73380.0,2,202311,77170,1,3,3,2,2593,CheckinRetry,2022-03-01 04:17:12.270000
9653,73381.0,2,202311,77171,1,1,1,3,2598,Checkin,2022-03-01 04:17:34.986666
9653,73382.0,2,202311,77172,0,2,3,4,2588,Checkin,2022-03-01 04:18:06.230000
9653,73383.0,2,202311,77172,0,1,3,4,2588,CheckinRetry,2022-03-01 04:18:13.736666
9653,,2,202311,77172,,,,4,2588,Lesson,2022-03-01 04:18:59.703000
9653,73384.0,2,202311,79002,1,2,2,4,2588,Checkout,2022-03-01 04:19:07.386666
9653,73385.0,2,202311,77174,0,3,1,5,2602,Checkin,2022-03-01 04:20:55.646666
9653,73386.0,2,202311,77174,0,2,1,5,2602,CheckinRetry,2022-03-01 04:21:00.376666
9653,,2,202311,77174,,,,5,2602,Lesson,2022-03-01 04:22:53.203000
9653,73387.0,2,202311,79004,1,3,3,5,2602,Checkout,2022-03-01 04:23:59.526666
9654,73388.0,2,202730,77175,1,1,1,1,3145,Checkin,2022-03-02 04:39:30.683333
9654,73389.0,2,202730,77176,0,4,3,2,2593,Checkin,2022-03-02 04:40:34.156666
9654,73390.0,2,202730,77176,1,3,3,2,2593,CheckinRetry,2022-03-02 04:44:48.743333
9654,73391.0,2,202730,77177,0,2,3,3,2585,Checkin,2022-03-02 04:46:14.613333
9654,73392.0,2,202730,77177,0,4,3,3,2585,CheckinRetry,2022-03-02 04:47:53.826666
9654,,2,202730,77177,,,,3,2585,Lesson,2022-03-02 04:49:01.657000
9654,73393.0,2,202730,79007,0,2,4,3,2585,Checkout,2022-03-02 04:49:14.630000
9654,73394.0,2,202730,79007,1,4,4,3,2585,CheckoutRetry,2022-03-02 04:49:28.786666
9654,73395.0,2,202730,77178,0,2,4,4,2578,Checkin,2022-03-02 04:49:54.460000
9654,73396.0,2,202730,77178,1,4,4,4,2578,CheckinRetry,2022-03-02 04:50:10.836666
9654,73397.0,2,202730,77179,0,3,1,5,2600,Checkin,2022-03-02 04:50:54.903333
9654,73398.0,2,202730,77179,1,1,1,5,2600,CheckinRetry,2022-03-02 04:51:13.786666
9655,73399.0,2,202238,109445,1,2,2,1,2600,Checkin,2022-03-14 04:04:38.936666
9655,73400.0,2,202238,109446,0,3,1,2,2593,Checkin,2022-03-14 04:05:19.376666
9655,73401.0,2,202238,109446,1,1,1,2,2593,CheckinRetry,2022-03-14 04:05:31.440000
9655,73402.0,2,202238,109447,1,1,1,3,2610,Checkin,2022-03-14 04:06:43.136666
9655,73403.0,2,202238,109448,0,3,1,4,2610,Checkin,2022-03-14 04:06:57.090000
9655,73404.0,2,202238,109448,0,4,1,4,2610,CheckinRetry,2022-03-14 04:12:40.176666
9655,,2,202238,109448,,,,4,2610,Lesson,2022-03-14 04:19:46.073000
9655,73405.0,2,202238,109460,0,2,3,4,2610,Checkout,2022-03-14 04:22:42.340000
9655,73406.0,2,202238,109460,0,4,3,4,2610,CheckoutRetry,2022-03-14 04:23:33.926666
9655,73407.0,2,202238,98482,1,3,3,5,2599,Checkin,2022-03-14 04:24:25.990000
9656,73408.0,2,202484,106962,1,2,2,1,1097,Checkin,2022-03-07 04:24:42.133333
9656,73409.0,2,202484,106964,0,4,2,2,1134,Checkin,2022-03-07 04:25:23.026666
9656,73410.0,2,202484,106964,1,2,2,2,1134,CheckinRetry,2022-03-07 04:26:24.880000
9656,73411.0,2,202484,106965,0,2,3,3,3324,Checkin,2022-03-07 04:30:24.980000
9656,73412.0,2,202484,106965,1,3,3,3,3324,CheckinRetry,2022-03-07 04:30:28.890000
9656,73413.0,2,202484,106966,0,1,4,4,3226,Checkin,2022-03-07 04:31:51.580000
9656,73414.0,2,202484,106966,1,4,4,4,3226,CheckinRetry,2022-03-07 04:32:04.640000
9656,73415.0,2,202484,106967,1,3,3,5,4,Checkin,2022-03-07 04:32:26.760000
9657,73416.0,2,202687,106596,0,2,3,1,1464,Checkin,2022-05-02 04:27:46.910000
9657,73417.0,2,202687,106596,1,3,3,1,1464,CheckinRetry,2022-05-02 04:29:38.236666
9657,73418.0,2,202687,106597,1,1,1,2,1458,Checkin,2022-05-02 04:29:57.490000
9657,73419.0,2,202687,106598,0,3,2,3,1464,Checkin,2022-05-02 04:30:13.430000
9657,73420.0,2,202687,106598,1,2,2,3,1464,CheckinRetry,2022-05-02 04:30:42.936666
9657,,2,202687,106598,,,,3,1464,Lesson,2022-05-02 04:32:01.153000
9657,73421.0,2,202687,120817,0,2,3,3,1464,Checkout,2022-05-02 04:32:04.923333
9657,73422.0,2,202687,120817,0,4,3,3,1464,CheckoutRetry,2022-05-02 04:32:20.980000
9657,73423.0,2,202687,106599,0,3,4,4,1458,Checkin,2022-05-02 04:32:48.923333
9657,73424.0,2,202687,106599,1,4,4,4,1458,CheckinRetry,2022-05-02 04:33:10.596666
9657,73425.0,2,202687,106600,1,4,4,5,1458,Checkin,2022-05-02 04:33:43.400000
9658,73426.0,2,202269,106601,1,2,2,1,1464,Checkin,2022-03-15 04:23:44.666666
9658,,2,202269,106601,,,,1,1464,Lesson,2022-03-15 04:27:13.010000
9658,73427.0,2,202269,106619,0,2,4,1,1464,Checkout,2022-03-15 04:27:21.276666
9658,73428.0,2,202269,106619,1,4,4,1,1464,CheckoutRetry,2022-03-15 04:27:49.713333
9658,73429.0,2,202269,106602,0,3,2,2,1465,Checkin,2022-03-15 04:28:14.490000
9658,73430.0,2,202269,106602,0,1,2,2,1465,CheckinRetry,2022-03-16 04:09:52.340000
9658,,2,202269,106602,,,,2,1465,Lesson,2022-03-16 04:11:42.607000
9658,73431.0,2,202269,106620,1,3,3,2,1465,Checkout,2022-03-16 04:15:50.870000
9658,73432.0,2,202269,106603,1,1,1,3,1472,Checkin,2022-03-16 04:16:13.546666
9658,73433.0,2,202269,106604,1,3,3,4,1464,Checkin,2022-03-16 04:16:35.243333
9658,73434.0,2,202269,106607,0,4,2,5,1459,Checkin,2022-03-16 04:16:53.133333
9658,73435.0,2,202269,106607,1,2,2,5,1459,CheckinRetry,2022-03-16 04:16:59.923333
9659,73436.0,2,202689,106609,1,2,2,1,1466,Checkin,2022-03-16 04:20:24.600000
9659,73437.0,2,202689,106610,1,1,1,2,1466,Checkin,2022-03-16 04:21:04.903333
9659,73438.0,2,202689,106611,1,4,4,3,1460,Checkin,2022-03-16 04:21:29.110000
9659,73439.0,2,202689,106612,1,4,4,4,1461,Checkin,2022-03-16 04:21:48.533333
9659,73440.0,2,202689,106613,1,2,2,5,1467,Checkin,2022-03-16 04:23:43.903333
9660,73441.0,2,232966,131511,1,1,1,1,1470,Checkin,2022-03-17 04:10:15.633333
9660,73442.0,2,232966,131512,0,4,2,2,1470,Checkin,2022-03-17 04:10:38.073333
9660,73443.0,2,232966,131512,1,2,2,2,1470,CheckinRetry,2022-03-17 04:11:12.086666
9660,73444.0,2,232966,131513,0,2,1,3,1470,Checkin,2022-03-17 04:11:41.603333
9660,73445.0,2,232966,131513,1,1,1,3,1470,CheckinRetry,2022-03-17 04:12:15.816666
9660,73446.0,2,232966,131514,0,1,3,4,1470,Checkin,2022-03-17 04:12:39.763333
9660,73447.0,2,232966,131514,1,3,3,4,1470,CheckinRetry,2022-03-17 04:12:55.280000
9660,73448.0,2,232966,131515,1,1,1,5,1470,Checkin,2022-03-17 04:13:36.980000
9660,,2,232966,131515,,,,5,1470,Lesson,2022-03-17 04:14:21.263000
9660,73449.0,2,232966,134108,0,2,4,5,1470,Checkout,2022-03-17 04:14:48.886666
9660,73450.0,2,232966,134108,0,3,4,5,1470,CheckoutRetry,2022-03-17 04:14:59.453333
9661,73451.0,2,202693,106632,0,3,1,1,1470,Checkin,2022-03-21 04:15:32.386666
9661,73452.0,2,202693,106632,0,4,1,1,1470,CheckinRetry,2022-03-21 04:16:39.613333
9661,,2,202693,106632,,,,1,1470,Lesson,2022-03-21 04:20:27.933000
9661,73453.0,2,202693,106644,0,3,4,1,1470,Checkout,2022-03-21 04:22:02.780000
9661,73454.0,2,202693,106644,1,4,4,1,1470,CheckoutRetry,2022-03-21 04:22:17.510000
9661,73455.0,2,202693,106633,0,4,2,2,1470,Checkin,2022-03-21 04:22:32.510000
9661,73456.0,2,202693,106633,0,3,2,2,1470,CheckinRetry,2022-03-21 04:22:55.420000
9661,73457.0,2,202693,106645,0,2,1,2,1470,Checkout,2022-03-21 04:23:16.730000
9661,73458.0,2,202693,106645,0,4,1,2,1470,CheckoutRetry,2022-03-21 04:23:31.113333
9661,73459.0,2,202693,106634,0,3,2,3,1470,Checkin,2022-03-21 04:23:42.713333
9661,73460.0,2,202693,106634,1,2,2,3,1470,CheckinRetry,2022-03-21 04:23:56.726666
9661,73461.0,2,202693,106635,0,2,1,4,1470,Checkin,2022-03-21 04:24:21.003333
9661,73462.0,2,202693,106635,1,1,1,4,1470,CheckinRetry,2022-03-21 04:24:35.143333
9661,73463.0,2,202693,106639,0,2,4,5,1471,Checkin,2022-03-21 04:25:13.980000
9661,73464.0,2,202693,106639,1,4,4,5,1471,CheckinRetry,2022-03-21 04:25:23.196666
9662,73465.0,2,202694,106636,1,3,3,1,1470,Checkin,2022-03-21 06:24:49.603333
9662,73466.0,2,202694,106637,0,4,1,2,1470,Checkin,2022-03-21 06:31:55.323333
9662,73467.0,2,202694,106637,1,1,1,2,1470,CheckinRetry,2022-03-21 06:32:16.903333
9662,73468.0,2,202694,106638,0,2,4,3,1470,Checkin,2022-03-21 06:35:01.380000
9662,73469.0,2,202694,106638,0,1,4,3,1470,CheckinRetry,2022-03-21 06:35:28.083333
9662,,2,202694,106638,,,,3,1470,Lesson,2022-03-22 04:10:19.857000
9662,73470.0,2,202694,122127,0,2,3,3,1470,Checkout,2022-03-22 04:10:35.230000
9662,73471.0,2,202694,122127,0,4,3,3,1470,CheckoutRetry,2022-03-22 04:12:49.526666
9662,73472.0,2,202694,106642,0,3,2,4,1473,Checkin,2022-03-22 04:15:00.733333
9662,73473.0,2,202694,106642,1,2,2,4,1473,CheckinRetry,2022-03-22 04:15:18.646666
9662,73474.0,2,202694,106643,1,4,4,5,1472,Checkin,2022-03-22 04:20:35.536666
9663,73475.0,2,232967,131516,1,1,1,1,1742,Checkin,2022-03-01 04:45:21.746666
9663,73476.0,2,232967,131517,0,2,4,2,1744,Checkin,2022-03-01 04:45:49.666666
9663,73477.0,2,232967,131517,0,3,4,2,1744,CheckinRetry,2022-03-01 04:45:58.080000
9663,,2,232967,131517,,,,2,1744,Lesson,2022-03-01 04:46:36.330000
9663,73478.0,2,232967,134110,0,3,1,2,1744,Checkout,2022-03-01 04:46:44.200000
9663,73479.0,2,232967,134110,0,4,1,2,1744,CheckoutRetry,2022-03-01 04:46:53.500000
9663,73480.0,2,232967,131518,1,2,2,3,1741,Checkin,2022-03-01 04:47:07.700000
9663,73481.0,2,232967,131519,0,4,1,4,1747,Checkin,2022-03-01 04:47:37.253333
9663,73482.0,2,232967,131519,1,1,1,4,1747,CheckinRetry,2022-03-01 04:47:55.850000
9663,73483.0,2,232967,131520,0,4,3,5,1740,Checkin,2022-03-01 04:48:06.676666
9663,73484.0,2,232967,131520,1,3,3,5,1740,CheckinRetry,2022-03-01 04:48:19.890000
9664,73485.0,2,232968,131521,1,2,2,1,1744,Checkin,2022-03-10 04:06:30.816666
9664,73486.0,2,232968,131522,0,2,4,2,1746,Checkin,2022-03-10 04:06:50.736666
9664,73487.0,2,232968,131522,1,4,4,2,1746,CheckinRetry,2022-03-23 04:08:44.300000
9664,73488.0,2,232968,131523,0,1,4,3,1743,Checkin,2022-03-23 04:09:54.923333
9664,73489.0,2,232968,131523,0,3,4,3,1743,CheckinRetry,2022-03-23 04:13:22.860000
9664,,2,232968,131523,,,,3,1743,Lesson,2022-03-23 04:18:19.140000
9664,73490.0,2,232968,134116,0,2,3,3,1743,Checkout,2022-03-23 04:18:28.963333
9664,73491.0,2,232968,134116,0,4,3,3,1743,CheckoutRetry,2022-03-23 04:31:45.350000
9664,73492.0,2,232968,131524,1,4,4,4,1742,Checkin,2022-03-23 04:32:16.280000
9664,73493.0,2,232968,131525,0,3,1,5,1745,Checkin,2022-03-23 04:32:35.176666
9664,73494.0,2,232968,131525,0,2,1,5,1745,CheckinRetry,2022-03-23 04:33:21.033333
9664,,2,232968,131525,,,,5,1745,Lesson,2022-03-23 04:36:42.730000
9664,73495.0,2,232968,134118,0,2,3,5,1745,Checkout,2022-03-23 04:36:52.876666
9664,73496.0,2,232968,134118,0,4,3,5,1745,CheckoutRetry,2022-03-23 04:37:32.486666
9665,73497.0,2,202731,110052,0,4,2,1,2282,Checkin,2022-03-24 04:45:35.313333
9665,73498.0,2,202731,110052,0,1,2,1,2282,CheckinRetry,2022-03-24 04:46:48.306666
9665,,2,202731,110052,,,,1,2282,Lesson,2022-03-24 04:57:44.357000
9665,73499.0,2,202731,110068,1,4,4,1,2282,Checkout,2022-03-24 05:03:36.230000
9665,73500.0,2,202731,110053,0,2,1,2,2282,Checkin,2022-03-24 05:04:01.993333
9665,73501.0,2,202731,110053,1,1,1,2,2282,CheckinRetry,2022-03-24 05:06:18.140000
9665,73502.0,2,202731,110054,0,2,3,3,2282,Checkin,2022-03-24 05:06:53.003333
9665,73503.0,2,202731,110054,1,3,3,3,2282,CheckinRetry,2022-03-24 05:07:12.130000
9665,73504.0,2,202731,110055,1,4,4,4,2282,Checkin,2022-03-24 05:08:36.116666
9665,73505.0,2,202731,110056,0,4,2,5,2581,Checkin,2022-03-24 05:09:08.766666
