        UserId,Gender,MonthOfBirth,IsPupilPremium,YearGroup
13823,Unspecified,2011-05-01,,6
13824,Unspecified,2011-07-01,,6
13825,Unspecified,2010-07-01,,7
13826,Unspecified,2009-09-01,,7
13827,Unspecified,2013-05-01,,5
13828,Unspecified,2010-03-01,,7
13829,Unspecified,2009-07-01,,8
13830,Unspecified,2009-05-01,,8
13831,Unspecified,2010-04-01,,7
13832,Unspecified,2008-02-01,,9
13833,Unspecified,2007-01-01,,10
13834,Unspecified,2009-11-01,,7
13835,Unspecified,2009-02-01,,8
13836,Unspecified,2007-03-01,,10
13837,Unspecified,2007-09-01,,9
13838,Unspecified,2009-08-01,,8
13839,Unspecified,2006-12-01,,10
13840,Unspecified,2008-03-01,,9
13841,Unspecified,2008-02-01,,9
13842,Unspecified,2007-04-01,,10
13843,Unspecified,2008-06-01,,9
13844,Unspecified,2007-01-01,,10
13845,Unspecified,2009-01-01,,8
13846,Unspecified,2009-05-01,,8
13847,Unspecified,2011-07-01,,6
13848,Unspecified,2008-01-01,,9
13849,Unspecified,2008-01-01,,9
13850,Unspecified,2008-11-01,,8
13851,Unspecified,2008-09-01,,8
13852,Unspecified,2008-08-01,,8
13853,Unspecified,2007-12-01,,9
13854,Unspecified,2009-03-01,,8
13855,Unspecified,2011-06-01,,6
13856,Unspecified,2008-02-01,,9
13857,Unspecified,2009-07-01,,8
13858,Unspecified,2009-03-01,,8
13859,Unspecified,2008-04-01,,9
13860,Unspecified,2010-03-01,,7
13861,Unspecified,2008-01-01,,9
13862,Unspecified,2007-07-01,,10
13863,Unspecified,2008-06-01,,9
13864,Unspecified,2007-02-01,,10
13865,Unspecified,2008-03-01,,9
13866,Unspecified,2008-06-01,,9
13867,Unspecified,2006-12-01,,10
13868,Unspecified,2008-06-01,,9
13869,Unspecified,2010-10-01,,6
13870,Unspecified,2012-01-01,,5
13871,Unspecified,2008-02-01,,9
13872,Unspecified,2007-05-01,,10
13873,Unspecified,2006-10-01,,10
13874,Unspecified,2007-07-01,,10
13875,Unspecified,2007-04-01,,10
1567,Unspecified,2009-06-01,,8
13876,Unspecified,2006-11-01,,10
13877,Unspecified,2011-07-01,,6
13878,Unspecified,2007-09-01,,9
13879,Unspecified,2007-01-01,,10
13880,Unspecified,2007-01-01,,10
13881,Unspecified,2007-12-01,,9
13882,Unspecified,2008-12-01,,8
13883,Unspecified,2008-01-01,,9
13884,Unspecified,2010-04-01,,7
13885,Unspecified,2008-01-01,,9
13886,Unspecified,2007-08-01,,10
13887,Unspecified,2008-05-01,,9
13888,Unspecified,2008-11-01,,8
13889,Unspecified,2009-10-01,,7
13890,Unspecified,2010-04-01,,7
13891,Unspecified,2009-08-01,,8
13892,Unspecified,2007-08-01,,10
13893,Unspecified,2008-01-01,,9
13894,Unspecified,2008-07-01,,9
13895,Unspecified,2006-09-01,,10
13896,Unspecified,2010-02-01,,7
13897,Unspecified,2008-03-01,,9
13898,Unspecified,2009-11-01,,7
13899,Unspecified,2009-11-01,,7
13900,Unspecified,2008-10-01,,8
13901,Unspecified,2011-05-01,,6
13902,Unspecified,2008-03-01,,9
13903,Unspecified,2007-05-01,,10
711,Unspecified,2009-04-01,,8
13904,Unspecified,2010-12-01,,6
13905,Unspecified,2008-11-01,,8
13906,Unspecified,2008-11-01,,8
13907,Unspecified,2008-11-01,,8
13908,Unspecified,2010-09-01,,6
13909,Unspecified,2008-09-01,,8
13910,Unspecified,2010-07-01,,7
13911,Unspecified,2007-02-01,,10
13912,Unspecified,2009-09-01,,7
13913,Unspecified,2006-10-01,,10
13914,Unspecified,2007-09-01,,9
13915,Unspecified,2006-11-01,,10
13916,Unspecified,2009-05-01,,8
13917,Unspecified,2008-09-01,,8
13918,Unspecified,2007-06-01,,10
13919,Unspecified,2008-10-01,,8
13920,Unspecified,2006-10-01,,10
13921,Unspecified,2008-03-01,,9
900,Unspecified,2008-08-01,,9
13922,Unspecified,2008-05-01,,9
13923,Unspecified,2007-09-01,,9
13924,Unspecified,2007-06-01,,10
13925,Unspecified,2010-09-01,,6
13926,Unspecified,2007-04-01,,10
13927,Unspecified,2009-08-01,,8
13928,Unspecified,2006-12-01,,10
13929,Unspecified,2009-08-01,,8
13930,Unspecified,2010-11-01,,6
13931,Unspecified,2008-01-01,,9
13932,Unspecified,2008-12-01,,8
13933,Unspecified,2008-09-01,,8
13934,Unspecified,2007-08-01,,10
13935,Unspecified,2006-12-01,,10
13936,Unspecified,2010-04-01,,7
13937,Unspecified,2009-04-01,,8
13938,Unspecified,2007-04-01,,10
13939,Unspecified,2008-06-01,,9
13940,Unspecified,2008-11-01,,8
13941,Unspecified,2010-10-01,,6
13942,Unspecified,2009-11-01,,7
13943,Unspecified,2008-03-01,,9
13944,Unspecified,2009-06-01,,8
13945,Unspecified,2010-04-01,,7
13946,Unspecified,2007-10-01,,9
13947,Unspecified,2008-10-01,,6
13948,Unspecified,2006-09-01,,10
13949,Unspecified,2008-10-01,,8
13950,Unspecified,2006-10-01,,10
13951,Unspecified,2009-08-01,,8
13952,Unspecified,2006-11-01,,10
13953,Unspecified,2007-04-01,,10
13954,Unspecified,2009-06-01,,8
13955,Unspecified,2009-07-01,,8
13956,Unspecified,2009-02-01,,8
13957,Unspecified,2007-12-01,,9
13958,Unspecified,2008-04-01,,9
13959,Unspecified,2007-08-01,,10
13960,Unspecified,2009-06-01,,8
13961,Unspecified,2008-12-01,,8
13962,Unspecified,2008-03-01,,9
13963,Unspecified,2009-03-01,,8
13964,Unspecified,2008-02-01,,9
13965,Unspecified,2010-07-01,,7
13966,Unspecified,2009-04-01,,8
13967,Unspecified,2010-10-01,,6
13968,Unspecified,2008-08-01,,9
13969,Unspecified,2008-07-01,,9
13970,Unspecified,2008-09-01,,8
13971,Unspecified,2012-02-01,,5
13972,Unspecified,2009-06-01,,8
13973,Unspecified,2009-02-01,,8
13974,Unspecified,2011-01-01,,6
13975,Unspecified,2009-01-01,,8
13976,Unspecified,2010-03-01,,7
13977,Unspecified,2010-10-01,,6
13978,Unspecified,2012-06-01,,5
13979,Unspecified,2012-08-01,,5
13980,Unspecified,2008-08-01,,8
13981,Unspecified,2010-02-01,,7
13982,Unspecified,2010-01-01,,7
13983,Unspecified,2007-02-01,,10
13984,Unspecified,2013-02-01,,5
13985,Unspecified,2008-07-01,,9
13986,Unspecified,2009-08-01,,8
13987,Unspecified,2008-01-01,,9
13988,Unspecified,2011-06-01,,6
13989,Unspecified,2007-07-01,,8
13990,Unspecified,2011-03-01,,6
13991,Unspecified,2009-01-01,,8
13992,Unspecified,2009-04-01,,8
13993,Unspecified,2008-02-01,,9
13994,Unspecified,2007-09-01,,9
13995,Unspecified,2008-12-01,,6
13996,Unspecified,2008-07-01,,9
13997,Unspecified,2007-05-01,,10
13998,Unspecified,2008-11-01,,8
13999,Unspecified,2007-07-01,,10
14000,Unspecified,2006-12-01,,10
14001,Unspecified,2011-06-01,,6
14002,Unspecified,2007-08-01,,10
14003,Unspecified,2008-09-01,,8
14004,Unspecified,2008-07-01,,9
14005,Unspecified,2008-12-01,,8
14006,Unspecified,2010-07-01,,7
14007,Unspecified,2008-12-01,,8
14008,Unspecified,2009-12-01,,7
14009,Unspecified,2008-01-01,,9
14010,Unspecified,2010-06-01,,7
14011,Unspecified,2008-04-01,,9
14012,Unspecified,2007-10-01,,9
14013,Unspecified,2009-04-01,,8
14014,Unspecified,2009-05-01,,8
14015,Unspecified,2008-01-01,,9
14016,Unspecified,2009-11-01,,8
14017,Unspecified,2009-11-01,,5
14018,Unspecified,2011-01-01,,6
14019,Unspecified,2010-12-01,,6
14020,Unspecified,2006-11-01,,10
6198,Unspecified,2007-11-01,,9
14021,Unspecified,2011-06-01,,6
14022,Unspecified,2008-03-01,,9
14023,Unspecified,2007-09-01,,9
14024,Unspecified,2008-03-01,,9
14025,Unspecified,2010-10-01,,6
14026,Unspecified,2011-04-01,,6
14027,Unspecified,2009-03-01,,8
14028,Unspecified,2008-01-01,,9
14029,Unspecified,2009-06-01,,8
14030,Unspecified,2007-11-01,,9
14031,Unspecified,2008-07-01,,9
14032,Unspecified,2007-12-01,,9
14033,Unspecified,2008-08-01,,9
14034,Unspecified,2006-10-01,,10
14035,Unspecified,2007-07-01,,10
14036,Unspecified,2009-06-01,,8
14037,Unspecified,2008-10-01,,9
14038,Unspecified,2008-07-01,,9
14039,Unspecified,2008-03-01,,9
14040,Unspecified,2009-03-01,,8
14041,Unspecified,2006-11-01,,10
14042,Unspecified,2012-05-01,,5
14043,Unspecified,2009-08-01,,8
14044,Unspecified,2010-04-01,,7
14045,Unspecified,2008-09-01,,8
14046,Unspecified,2008-06-01,,9
14047,Unspecified,2008-02-01,,9
14048,Unspecified,2007-09-01,,9
14049,Unspecified,2008-01-01,,9
14050,Unspecified,2009-07-01,,8
14051,Unspecified,2011-04-01,,6
14052,Unspecified,2009-12-01,,7
14053,Unspecified,2010-08-01,,7
14054,Unspecified,2007-01-01,,10
14055,Unspecified,2008-06-01,,9
14056,Unspecified,2009-04-01,,8
14057,Unspecified,2007-01-01,,10
14058,Unspecified,2008-09-01,,8
14059,Unspecified,2006-09-01,,10
14060,Unspecified,2010-04-01,,7
14061,Unspecified,2008-06-01,,9
14062,Unspecified,2009-04-01,,8
14063,Unspecified,2010-01-01,,7
14064,Unspecified,2008-09-01,,8
14065,Unspecified,2009-09-01,,7
14066,Unspecified,2007-03-01,,10
14067,Unspecified,2007-11-01,,9
14068,Unspecified,2008-02-01,,9
14069,Unspecified,2009-03-01,,8
14070,Unspecified,2009-09-01,,7
14071,Unspecified,2008-11-01,,8
14072,Unspecified,2006-10-01,,10
14073,Unspecified,2009-04-01,,8
14074,Unspecified,2007-05-01,,10
14075,Unspecified,2011-08-01,,6
14076,Unspecified,2006-10-01,,10
14077,Unspecified,2007-08-01,,10
14078,Unspecified,2007-07-01,,10
14079,Unspecified,2007-04-01,,10
14080,Unspecified,2009-12-01,,7
14081,Unspecified,2008-04-01,,9
14082,Unspecified,2008-04-01,,9
14083,Unspecified,2009-09-01,,7
14084,Unspecified,2007-02-01,,10
14085,Unspecified,2009-05-01,,8
14086,Unspecified,2007-04-01,,10
14087,Unspecified,2007-02-01,,10
14088,Unspecified,2008-08-01,,9
14089,Unspecified,2008-07-01,,9
14090,Unspecified,2008-05-01,,9
14091,Unspecified,2007-06-01,,10
14092,Unspecified,2008-09-01,,8
14093,Unspecified,2010-08-01,,7
14094,Unspecified,2010-02-01,,7
14095,Unspecified,2010-08-01,,7
14096,Unspecified,2011-05-01,,6
14097,Unspecified,2008-09-01,,8
14098,Unspecified,2009-01-01,,8
14099,Unspecified,2008-11-01,,8
14100,Unspecified,2010-05-01,,7
14101,Unspecified,2007-12-01,,9
14102,Unspecified,2006-08-01,,10
14103,Unspecified,2009-07-01,,8
14104,Unspecified,2007-11-01,,9
14105,Unspecified,2007-05-01,,10
14106,Unspecified,2008-12-01,,8
14107,Unspecified,2009-01-01,,8
14108,Unspecified,2008-09-01,,8
14109,Unspecified,2011-05-01,,6
14110,Unspecified,2008-02-01,,9
14111,Unspecified,2008-10-01,,8
14112,Unspecified,2007-05-01,,10
14113,Unspecified,2007-05-01,,10
14114,Unspecified,2008-09-01,,8
14115,Unspecified,2007-04-01,,10
14116,Unspecified,2007-01-01,,10
14117,Unspecified,2007-10-01,,9
14118,Unspecified,2009-11-01,,7
14119,Unspecified,2008-08-01,,9
14120,Unspecified,2007-09-01,,9
14121,Unspecified,2008-07-01,,9
14122,Unspecified,2008-08-01,,9
14123,Unspecified,2009-08-01,,8
14124,Unspecified,2013-02-01,,5
14125,Unspecified,2009-08-01,,8
14126,Unspecified,2008-06-01,,9
14127,Unspecified,2009-12-01,,7
14128,Unspecified,2007-07-01,,10
14129,Unspecified,2007-02-01,,10
14130,Unspecified,2007-05-01,,10
14131,Unspecified,2008-05-01,,9
14132,Unspecified,2008-03-01,,9
14133,Unspecified,2007-10-01,,9
14134,Unspecified,2009-04-01,,8
14135,Unspecified,2009-05-01,,8
14136,Unspecified,2006-09-01,,10
14137,Unspecified,2009-08-01,,8
14138,Unspecified,2008-09-01,,8
14139,Unspecified,2009-06-01,,8
14140,Unspecified,2008-01-01,,9
14141,Unspecified,2008-04-01,,9
14142,Unspecified,2010-03-01,,7
14143,Unspecified,2007-04-01,,10
14144,Unspecified,2008-06-01,,9
424,Unspecified,2008-08-01,,9
14145,Unspecified,2010-09-01,,6
14146,Unspecified,2009-07-01,,8
14147,Unspecified,2009-04-01,,8
14148,Unspecified,2010-03-01,,7
14149,Unspecified,2009-08-01,,8
14150,Unspecified,2011-03-01,,6
14151,Unspecified,2008-11-01,,8
14152,Unspecified,2008-01-01,,9
14153,Unspecified,2003-03-01,,8
14154,Unspecified,2007-12-01,,9
14155,Unspecified,2008-01-01,,9
14156,Unspecified,2010-05-01,,7
14157,Unspecified,2009-03-01,,8
14158,Unspecified,2008-09-01,,8
14159,Unspecified,2011-04-01,,6
14160,Unspecified,2011-05-01,,6
14161,Unspecified,2008-03-01,,9
14162,Unspecified,2008-06-01,,9
14163,Unspecified,2009-05-01,,8
14164,Unspecified,2009-07-01,,8
14165,Unspecified,2008-08-01,,9
14166,Unspecified,2009-05-01,,8
14167,Unspecified,2009-04-01,,8
14168,Unspecified,2011-10-01,,5
14169,Unspecified,2007-04-01,,10
14170,Unspecified,2008-08-01,,9
14171,Unspecified,2007-01-01,,10
14172,Unspecified,2010-06-01,,7
14173,Unspecified,2009-02-01,,8
14174,Unspecified,2008-04-01,,9
14175,Unspecified,2007-04-01,,10
14176,Unspecified,2011-04-01,,6
14177,Unspecified,2008-04-01,,9
14178,Unspecified,2008-03-01,,9
14179,Unspecified,2008-08-01,,9
14180,Unspecified,2007-02-01,,10
14181,Unspecified,2007-02-01,,10
14182,Unspecified,2008-07-01,,9
14183,Unspecified,2008-09-01,,8
14184,Unspecified,2008-01-01,,9
14185,Unspecified,2007-08-01,,10
14186,Unspecified,2006-09-01,,10
14187,Unspecified,2011-05-01,,6
14188,Unspecified,2010-03-01,,5
14189,Unspecified,2008-09-01,,8
14190,Unspecified,2008-05-01,,9
14191,Unspecified,2008-09-01,,8
14192,Unspecified,2013-04-01,,5
14193,Unspecified,2008-02-01,,9
14194,Unspecified,2008-12-01,,8
14195,Unspecified,2009-07-01,,8
14196,Unspecified,2010-02-01,,7
14197,Unspecified,2011-09-01,,5
14198,Unspecified,2008-06-01,,9
14199,Unspecified,2007-03-01,,10
14200,Unspecified,2008-11-01,,9
14201,Unspecified,2008-02-01,,9
14202,Unspecified,2010-01-01,,7
14203,Unspecified,2012-04-01,,5
14204,Unspecified,2007-09-01,,9
14205,Unspecified,2011-07-01,,6
14206,Unspecified,2010-09-01,,9
14207,Unspecified,2007-10-01,,9
14208,Unspecified,2011-09-01,,5
14209,Unspecified,2010-07-01,,7
14210,Unspecified,2009-01-01,,8
14211,Unspecified,2007-02-01,,10
14212,Unspecified,2009-03-01,,8
14213,Unspecified,2007-08-01,,10
14214,Unspecified,2007-10-01,,9
14215,Unspecified,2008-12-01,,8
14216,Unspecified,2008-02-01,,9
14217,Unspecified,2008-01-01,,9
14218,Unspecified,2008-12-01,,8
14219,Unspecified,2007-08-01,,10
14220,Unspecified,2006-10-01,,10
14221,Unspecified,2007-08-01,,10
14222,Unspecified,2007-12-01,,9
14223,Unspecified,2002-01-01,,7
14224,Unspecified,2007-04-01,,10
14225,Unspecified,2006-10-01,,10
14226,Unspecified,2009-04-01,,8
14227,Unspecified,2012-05-01,,5
14228,Unspecified,2009-05-01,,8
14229,Unspecified,2011-05-01,,6
14230,Unspecified,2007-02-01,,10
14231,Unspecified,2008-05-01,,9
14232,Unspecified,2009-03-01,,8
14233,Unspecified,2008-12-01,,8
14234,Unspecified,2007-09-01,,9
14235,Unspecified,2009-07-01,,8
14236,Unspecified,2010-11-01,,6
2331,Unspecified,2008-04-01,,9
14237,Unspecified,2009-12-01,,7
14238,Unspecified,2007-05-01,,10
14239,Unspecified,2007-02-01,,10
14240,Unspecified,2007-01-01,,10
14241,Unspecified,2008-08-01,,9
14242,Unspecified,2008-04-01,,9
14243,Unspecified,2010-08-01,,7
14244,Unspecified,2010-01-01,,7
14245,Unspecified,2008-05-01,,9
14246,Unspecified,2008-05-01,,9
3334,Unspecified,2008-05-01,,9
14247,Unspecified,2008-10-01,,8
14248,Unspecified,2010-05-01,,7
14249,Unspecified,2008-01-01,,9
14250,Unspecified,2007-01-01,,10
14251,Unspecified,2008-06-01,,9
14252,Unspecified,2007-07-01,,10
14253,Unspecified,2008-09-01,,8
14254,Unspecified,2006-11-01,,10
14255,Unspecified,2011-02-01,,6
14256,Unspecified,2007-07-01,,10
14257,Unspecified,2009-12-01,,7
14258,Unspecified,2009-06-01,,8
14259,Unspecified,2008-06-01,,9
14260,Unspecified,2007-09-01,,9
14261,Unspecified,2008-09-01,,8
14262,Unspecified,2007-08-01,,9
14263,Unspecified,2009-08-01,,8
14264,Unspecified,2008-08-01,,9
14265,Unspecified,2007-07-01,,10
14266,Unspecified,2009-07-01,,8
14267,Unspecified,2007-02-01,,10
14268,Unspecified,2007-05-01,,10
14269,Unspecified,2007-07-01,,10
14270,Unspecified,2007-11-01,,9
14271,Unspecified,2008-08-01,,9
14272,Unspecified,2008-11-01,,8
14273,Unspecified,2008-06-01,,9
14274,Unspecified,2011-11-01,,5
14275,Unspecified,2008-04-01,,9
14276,Unspecified,2008-08-01,,9
14277,Unspecified,1983-03-01,,7
14278,Unspecified,2009-08-01,,8
14279,Unspecified,2008-01-01,,9
14280,Unspecified,2007-10-01,,9
14281,Unspecified,2010-10-01,,6
14282,Unspecified,2006-09-01,,10
14283,Unspecified,2008-10-01,,8
14284,Unspecified,2009-04-01,,9
14285,Unspecified,2009-05-01,,8
14286,Unspecified,2008-05-01,,9
14287,Unspecified,2006-09-01,,10
14288,Unspecified,2008-05-01,,9
14289,Unspecified,2007-05-01,,10
14290,Unspecified,2009-08-01,,8
14291,Unspecified,2007-01-01,,10
14292,Unspecified,2007-12-01,,9
14293,Unspecified,2009-05-01,,8
14294,Unspecified,2009-04-01,,8
14295,Unspecified,2008-09-01,,8
14296,Unspecified,2006-07-01,,9
14297,Unspecified,2002-01-01,,9
14298,Unspecified,2008-10-01,,8
14299,Unspecified,2011-01-01,,6
14300,Unspecified,2010-09-01,,6
14301,Unspecified,2010-12-01,,6
14302,Unspecified,2007-12-01,,9
14303,Unspecified,2009-09-01,,7
14304,Unspecified,2010-04-01,,7
14305,Unspecified,2009-08-01,,8
14306,Unspecified,2013-02-01,,5
14307,Unspecified,2008-08-01,,9
14308,Unspecified,2008-03-01,,9
14309,Unspecified,2007-06-01,,10
14310,Unspecified,2008-07-01,,9
14311,Unspecified,2007-01-01,,10
14312,Unspecified,2011-03-01,,6
14313,Unspecified,2008-09-01,,8
14314,Unspecified,2011-07-01,,6
14315,Unspecified,2009-08-01,,8
14316,Unspecified,2009-03-01,,8
14317,Unspecified,2009-03-01,,8
14318,Unspecified,2008-12-01,,8
14319,Unspecified,2009-09-01,,5
14320,Unspecified,2008-10-01,,8
14321,Unspecified,2007-12-01,,9
14322,Unspecified,2008-10-01,,9
14323,Unspecified,2011-04-01,,6
14324,Unspecified,2009-01-01,,8
14325,Unspecified,2009-04-01,,8
14326,Unspecified,2009-05-01,,8
14327,Unspecified,2008-09-01,,8
14328,Unspecified,2008-05-01,,9
14329,Unspecified,2008-12-01,,8
14330,Unspecified,2008-10-01,,8
14331,Unspecified,2009-05-01,,8
14332,Unspecified,2009-09-01,,7
14333,Unspecified,2009-03-01,,8
14334,Unspecified,2010-12-01,,6
14335,Unspecified,2006-10-01,,10
14336,Unspecified,2009-04-01,,8
14337,Unspecified,2008-09-01,,8
14338,Unspecified,2008-09-01,,8
14339,Unspecified,2010-08-01,,7
14340,Unspecified,2008-01-01,,9
14341,Unspecified,2009-03-01,,8
14342,Unspecified,2008-09-01,,8
14343,Unspecified,2009-05-01,,8
14344,Unspecified,2009-02-01,,8
14345,Unspecified,2007-07-01,,10
14346,Unspecified,2007-04-01,,10
14347,Unspecified,2007-04-01,,10
14348,Unspecified,2006-10-01,,10
14349,Unspecified,2010-01-01,,7
14350,Unspecified,2011-06-01,,6
14351,Unspecified,2006-10-01,,10
14352,Unspecified,2011-03-01,,6
14353,Unspecified,2008-09-01,,8
14354,Unspecified,2009-03-01,,8
14355,Unspecified,2009-07-01,,8
14356,Unspecified,2006-09-01,,10
14357,Unspecified,2009-07-01,,8
14358,Unspecified,2009-03-01,,8
14359,Unspecified,2008-09-01,,8
14360,Unspecified,2006-09-01,,10
14361,Unspecified,2008-09-01,,8
14362,Unspecified,2009-01-01,,8
14363,Unspecified,2009-01-01,,8
14364,Unspecified,2008-07-01,,9
14365,Unspecified,2009-02-01,,8
14366,Unspecified,2009-06-01,,8
14367,Unspecified,2009-01-01,,8
14368,Female,2009-07-01,,8
14369,Unspecified,2009-07-01,,8
14370,Unspecified,2006-01-01,,9
14371,Unspecified,2012-05-01,,5
14372,Unspecified,2007-05-01,,10
14373,Unspecified,2011-10-01,,5
14374,Unspecified,2009-05-01,,8
14375,Unspecified,2008-09-01,,9
14376,Unspecified,2007-09-01,,9
14377,Unspecified,2008-06-01,,9
14378,Unspecified,2009-08-01,,8
14379,Unspecified,2009-05-01,,8
14380,Unspecified,2008-10-01,,8
14381,Unspecified,2009-05-01,,8
14382,Unspecified,2009-04-01,,8
14383,Unspecified,2008-04-01,,9
14384,Unspecified,2008-08-01,,9
14385,Unspecified,2008-06-01,,9
14386,Unspecified,2007-11-01,,9
14387,Unspecified,2008-12-01,,8
2629,Unspecified,2010-02-01,,7
14388,Unspecified,2011-06-01,,6
14389,Unspecified,2008-12-01,,8
14390,Unspecified,2008-11-01,,8
14391,Unspecified,2007-06-01,,10
14392,Unspecified,2009-03-01,,8
14393,Unspecified,2007-03-01,,10
14394,Unspecified,2009-05-01,,8
14395,Unspecified,2007-09-01,,9
2394,Unspecified,2007-11-01,,9
14396,Unspecified,2006-12-01,,10
14397,Unspecified,2010-05-01,,7
14398,Unspecified,2009-02-01,,8
14399,Unspecified,2008-09-01,,8
14400,Unspecified,2011-04-01,,6
14401,Unspecified,2009-06-01,,8
14402,Unspecified,2008-05-01,,9
14403,Unspecified,2008-09-01,,8
14404,Unspecified,2009-09-01,,7
14405,Unspecified,2008-09-01,,8
14406,Unspecified,2009-09-01,,7
14407,Unspecified,2009-02-01,,8
14408,Unspecified,2009-03-01,,8
14409,Unspecified,2012-02-01,,5
14410,Unspecified,2009-06-01,,8
14411,Unspecified,2009-05-01,,8
14412,Unspecified,2008-02-01,,9
14413,Unspecified,2006-12-01,,10
522,Unspecified,2011-02-01,,6
14414,Unspecified,2008-11-01,,8
14415,Unspecified,2007-10-01,,9
14416,Unspecified,2008-01-01,,9
14417,Unspecified,2007-11-01,,9
14418,Unspecified,2007-07-01,,10
14419,Unspecified,2008-11-01,,8
14420,Unspecified,2008-12-01,,8
14421,Unspecified,2009-05-01,,8
14422,Unspecified,2008-06-01,,9
14423,Unspecified,2010-04-01,,7
14424,Unspecified,2007-08-01,,10
14425,Unspecified,2009-06-01,,8
2586,Unspecified,2007-05-01,,10
14426,Unspecified,2009-06-01,,8
14427,Unspecified,2008-07-01,,9
14428,Unspecified,2010-11-01,,6
14429,Unspecified,2010-08-01,,7
14430,Unspecified,2009-02-01,,8
14431,Unspecified,2008-02-01,,9
14432,Unspecified,2006-11-01,,10
14433,Unspecified,2008-10-01,,8
14434,Unspecified,2007-10-01,,9
14435,Unspecified,2008-05-01,,9
14436,Unspecified,2007-01-01,,10
14437,Unspecified,2008-08-01,,9
14438,Unspecified,2011-03-01,,6
14439,Unspecified,2000-09-01,,9
14440,Unspecified,2010-05-01,,7
14441,Unspecified,2007-03-01,,10
14442,Unspecified,2008-11-01,,8
14443,Unspecified,2008-10-01,,8
14444,Unspecified,2012-02-01,,5
14445,Unspecified,2009-04-01,,8
14446,Unspecified,2008-12-01,,8
14447,Unspecified,2007-04-01,,10
14448,Unspecified,2007-02-01,,10
14449,Unspecified,2009-06-01,,8
14450,Unspecified,2008-12-01,,9
14451,Unspecified,2009-08-01,,8
14452,Unspecified,2007-12-01,,9
14453,Unspecified,2008-03-01,,9
14454,Unspecified,2006-10-01,,10
14455,Unspecified,2008-07-01,,9
14456,Unspecified,2006-10-01,,10
14457,Unspecified,2008-07-01,,9
14458,Unspecified,2008-03-01,,9
14459,Unspecified,2008-05-01,,9
14460,Unspecified,2008-05-01,,9
14461,Unspecified,2009-05-01,,8
680,Unspecified,2008-12-01,,8
14462,Unspecified,2007-12-01,,9
14463,Unspecified,2008-09-01,,5
14464,Unspecified,2007-02-01,,10
14465,Unspecified,2009-07-01,,8
14466,Unspecified,2006-10-01,,10
14467,Unspecified,2008-07-01,,9
14468,Unspecified,2009-01-01,,8
14469,Unspecified,2006-02-01,,9
14470,Unspecified,2008-07-01,,9
14471,Unspecified,2008-06-01,,9
14472,Unspecified,2008-03-01,,9
14473,Unspecified,2006-12-01,,10
14474,Unspecified,2007-09-01,,9
14475,Unspecified,2009-02-01,,8
14476,Unspecified,2007-12-01,,9
14477,Unspecified,2008-02-01,,9
14478,Unspecified,2009-06-01,,8
14479,Unspecified,2008-03-01,,9
14480,Unspecified,2009-04-01,,8
14481,Unspecified,2007-01-01,,10
14482,Unspecified,2009-08-01,,8
14483,Unspecified,2007-07-01,,10
14484,Unspecified,2006-11-01,,10
14485,Unspecified,2010-12-01,,6
14486,Unspecified,2006-11-01,,10
14487,Unspecified,2007-12-01,,9
14488,Unspecified,2006-09-01,,10
14489,Unspecified,2008-11-01,,8
14490,Unspecified,2011-09-01,,5
14491,Unspecified,2007-02-01,,10
14492,Unspecified,2008-09-01,,8
14493,Unspecified,2010-11-01,,6
14494,Unspecified,2007-04-01,,10
14495,Unspecified,2007-09-01,,9
14496,Unspecified,2008-10-01,,8
14497,Unspecified,2009-06-01,,8
14498,Unspecified,2008-03-01,,9
14499,Unspecified,2009-07-01,,8
14500,Unspecified,2004-03-01,,9
14501,Unspecified,2007-03-01,,10
14502,Unspecified,2007-10-01,,9
14503,Unspecified,2009-07-01,,8
14504,Unspecified,2008-08-01,,8
14505,Unspecified,2007-02-01,,10
14506,Unspecified,2007-02-01,,10
14507,Unspecified,2008-01-01,,9
14508,Unspecified,2007-02-01,,10
14509,Unspecified,2009-07-01,,8
14510,Unspecified,2009-01-01,,8
14511,Unspecified,2009-06-01,,8
14512,Unspecified,2009-06-01,,8
14513,Unspecified,2009-04-01,,8
14514,Unspecified,2009-06-01,,8
14515,Unspecified,2008-05-01,,9
14516,Unspecified,2009-05-01,,8
14517,Unspecified,2008-12-01,,8
14518,Unspecified,2010-08-01,,7
14519,Unspecified,2008-01-01,,9
14520,Unspecified,2007-06-01,,10
14521,Unspecified,2007-03-01,,10
14522,Unspecified,2009-07-01,,8
14523,Unspecified,2008-07-01,,9
14524,Unspecified,2010-10-01,,6
14525,Unspecified,2008-04-01,,9
14526,Unspecified,2009-02-01,,8
14527,Unspecified,2009-01-01,,8
14528,Unspecified,2007-02-01,,10
14529,Unspecified,2009-01-01,,8
14530,Unspecified,2008-03-01,,9
14531,Unspecified,2009-04-01,,8
14532,Unspecified,2009-08-01,,8
14533,Unspecified,2009-05-01,,8
14534,Unspecified,2010-09-01,,6
14535,Unspecified,2009-04-01,,8
14536,Unspecified,2007-10-01,,9
14537,Unspecified,2008-04-01,,9
14538,Unspecified,2008-10-01,,8
14539,Unspecified,2009-02-01,,8
14540,Unspecified,2008-09-01,,8
14541,Unspecified,2007-08-01,,10
14542,Unspecified,2006-09-01,,10
14543,Unspecified,2007-12-01,,9
14544,Unspecified,2007-12-01,,9
14545,Unspecified,2010-03-01,,7
